"eGRID2018.Plant.file.sequence.number","Data.Year","Plant.state.abbreviation","Plant.name","DOE.EIA.ORIS.plant.or.facility.code","Utility.name","Utility.ID","Plant.county.name","Plant.latitude","Plant.longitude","Number.of.units","Plant.primary.coal.oil.gas..other.fossil.fuel.category"
"1036","2018","CA","Grayson Power Plant","377","City of Glendale - (CA)","7294","Los Angeles","34.1556","-118.2782","3","GAS"
"1037","2018","CA","Great Valley Solar Portfolio Holdings, LLC","59940","Consolidated Edison Development Inc.","56769","Fresno","36.581182","-120.37957","4","SOLAR"
"1038","2018","CA","Green Acres Solar Facility 1","57849","SEAI Elk Grove LLC","57177","Sacramento","38.282021","-121.464676","1","SOLAR"
"1039","2018","CA","Green Acres Solar Facility 2","57850","SEAI Elk Grove LLC","57177","Sacramento","38.28357","-121.461264","1","SOLAR"
"1040","2018","CA","Green Beanworks B PV","61339","Sustainable Power Group, LLC","58661","Los Angeles","34.688042","-117.989541","1","SOLAR"
"1041","2018","CA","Green Beanworks C PV","61215","Sustainable Power Group, LLC","58661","Los Angeles","34.597","-117.931","1","SOLAR"
"1042","2018","CA","Green Beanworks D PV","61216","Sustainable Power Group, LLC","58661","Los Angeles","34.654976","-118.08215","1","SOLAR"
"1043","2018","CA","Green Power I","55396","FPL Energy Green Power","49750","Riverside","33.9014","-116.7167","1","WIND"
"1044","2018","CA","Greenleaf One","10350","Greenleaf Energy LLC","59879","Sutter","39.052922","-121.696072","1","GAS"
"1045","2018","CA","Greg Avenue","6643","Metropolitan Water District of S CA","12397","Los Angeles","34.20795","-118.3516","1","HYDRO"
"1046","2018","CA","Gridley Main","58370","Light Beam Power Co LLC","58358","Butte","39.373333","-121.684167","1","SOLAR"
"1047","2018","CA","Gridley Main Two","58371","Light Beam Power Co LLC","58358","Butte","39.373333","-121.681667","1","SOLAR"
"1048","2018","CA","Grizzly","7338","City of Santa Clara - (CA)","16655","Plumas","39.889287","-121.279173","1","HYDRO"
"1049","2018","CA","Grossmont Hospital","10115","Sharp Grossmont Hospital","7726","San Diego","32.77973","-117.006397","3","GAS"
"1050","2018","CA","GRS American Canyon","10392","Gas Recovery Systems Inc","25049","Napa","38.1419","-122.2439","2","BIOMASS"
"1051","2018","CA","GRS Newby I","10388","Gas Recovery Systems Inc","25049","Santa Clara","37.4567","-121.9419","4","BIOMASS"
"1052","2018","CA","Guadalupe Solar Farm","62690","County of Santa Clara (CA)","62628","Santa Clara","37.269039","-121.861079","1","SOLAR"
"1053","2018","CA","Guernsey Solar Station","57891","Pacific Gas & Electric Co.","14328","Kings","36.163889","-119.650556","1","SOLAR"
"1054","2018","CA","H. Gonzales","56039","City of Vernon","19798","Los Angeles","33.9986","-118.2219","2","GAS"
"1055","2018","CA","Haas","240","Pacific Gas & Electric Co.","14328","Fresno","36.927424","-119.02025","2","HYDRO"
"1056","2018","CA","Haiwee","398","Los Angeles Department of Water & Power","11208","Inyo","36.109722","-117.956667","2","HYDRO"
"1057","2018","CA","Halsey","241","Pacific Gas & Electric Co.","14328","Placer","38.956985","-121.041932","1","HYDRO"
"1058","2018","CA","Hamilton Branch","242","Pacific Gas & Electric Co.","14328","Plumas","40.268712","-121.089479","2","HYDRO"
"1059","2018","CA","Hanford 1 and 2","59300","Sequoia PV 2, LLC","59104","Kings","36.306667","-119.629167","2","SOLAR"
"1060","2018","CA","Hanford Energy Park Peaker","55698","MRP San Joaquin Energy LLC.","7724","Kings","36.270072","-119.648055","2","GAS"
"1061","2018","CA","Harbor Cogen","50541","Harbor Cogeneration Co.","8303","Los Angeles","33.7771","-118.2303","3","GAS"
"1062","2018","CA","Harbor Generating Station","399","Los Angeles Department of Water & Power","11208","Los Angeles","33.7706","-118.2656","7","GAS"
"1063","2018","CA","Hat Creek 1","243","Pacific Gas & Electric Co.","14328","Shasta","40.929297","-121.544462","1","HYDRO"
"1064","2018","CA","Hat Creek 2","244","Pacific Gas & Electric Co.","14328","Shasta","40.960675","-121.548657","1","HYDRO"
"1065","2018","CA","Hatchet Creek Project","10882","Mega Renewables","12239","Shasta","40.874144","-121.920428","1","HYDRO"
"1066","2018","CA","Hatchet Ridge Wind Project","56654","Pattern Operators LP","56545","Shasta","40.8981","-121.8036","1","WIND"
"1067","2018","CA","Haynes Generating Station","400","Los Angeles Department of Water & Power","11208","Los Angeles","33.764741","-118.09913","10","GAS"
"1068","2018","CA","Haypress","10253","EIF Haypress LLC","56531","Sierra","39.565677","-120.581684","2","HYDRO"
"1069","2018","CA","Hayworth Solar","59009","Sustainable Power Group, LLC","58661","Kern","35.325278","-118.878611","1","SOLAR"
"1070","2018","CA","Heber Geothermal","54689","ORCAL Geothermal, Inc","49748","Imperial","32.7146","-115.518","4","GEOTHERMAL"
"1071","2018","CA","Heber Solar","58398","Axium US Solar Holdings LLC","60898","Imperial","32.7125","-115.540556","1","SOLAR"
"1072","2018","CA","HEBT Irvine 1","61722","Advanced Microgrid Solutions","61344","Orange","33.713489","-117.852086","2","OTHF"
"1073","2018","CA","HEBT Irvine 2","61723","Advanced Microgrid Solutions","61344","Orange","33.665246","-117.768222","2","OTHF"
"1074","2018","CA","HEBT WLA 1","61721","Advanced Microgrid Solutions","61344","Orange","33.670484","-117.644234","11","OTHF"
"1075","2018","CA","Hecate Energy Beacon Solar 1","59315","Sustainable Power Group, LLC","58661","Kern","35.269444","-118.014444","1","SOLAR"
"1076","2018","CA","Hecate Energy Beacon Solar 3","59316","Sustainable Power Group, LLC","58661","Kern","35.253056","-118.014722","1","SOLAR"
"1077","2018","CA","Hecate Energy Beacon Solar 4","59317","Sustainable Power Group, LLC","58661","Kern","35.253611","-118.026944","1","SOLAR"
"1078","2018","CA","Hecate Energy Johanna Facility","62889","Hecate Grid, LLC","62763","Orange","33.714672","-117.853061","1","OTHF"
"1079","2018","CA","Heliocentric","57831","Heliocentric LLC","57154","Los Angeles","34.65434","-117.971004","1","SOLAR"
"1080","2018","CA","Hellyer Solar Farm","62689","County of Santa Clara (CA)","62628","Santa Clara","37.286958","-121.81508","1","SOLAR"
"1081","2018","CA","Helms Energy Center","56955","Wellhead Energy, LLC","20323","Fresno","36.549167","-120.111111","1","GAS"
"1082","2018","CA","Helms Pumped Storage","6100","Pacific Gas & Electric Co.","14328","Fresno","37.029304","-118.968252","3","HYDRO"
"1083","2018","CA","Helzel & Schwarzhoff 86","56275","Wind Stream Operations LLC","56899","Kern","35.0925","-118.3952","1","WIND"
"1084","2018","CA","Helzel & Schwarzhoff 88 Wind Farm","52165","Terra-Gen 251 Wind, LLC","61444","Kern","35.0908","-118.3936","1","WIND"
"1085","2018","CA","Henrietta D Energy Storage LLC","60641","Convergent Energy and Power LP","61978","Kings","36.228872","-119.904686","1","OTHF"
"1086","2018","CA","Henrietta Peaker Plant","55807","MRP San Joaquin Energy LLC.","7724","Kings","36.2397","-119.9044","2","GAS"
"1087","2018","CA","Henrietta Solar Project","58975","Southern Power Co","17650","Kings","36.218806","-119.805833","1","SOLAR"
"1088","2018","CA","Hesperia","59182","SunEdison LLC","59139","San Bernardino","34.435","-117.378056","1","SOLAR"
"1089","2018","CA","Hickman","162","Turlock Irrigation District","19281","Stanislaus","37.621536","-120.746247","2","HYDRO"
"1090","2018","CA","High Desert Power Project","55518","MRP Generation Holdings, LLC","60431","San Bernardino","34.5953","-117.3647","3","GAS"
"1091","2018","CA","High Sierra Cogeneration Plant","57977","Plumas Sierra Rural Electric Coop","57353","Lassen","40.4128","-120.4774","2","GAS"
"1092","2018","CA","High Sierra Limited","50495","WCAC Operating Company","60662","Kern","35.509041","-119.030546","2","GAS"
"1093","2018","CA","High Winds LLC","56075","FPLE High Winds, LLC","8565","Solano","38.1381","-121.8053","2","WIND"
"1094","2018","CA","HL Power","10777","HL Power Company","56866","Lassen","40.368338","-120.264848","1","BIOMASS"
"1095","2018","CA","HL Solar","62655","HL Solar LLC","62131","Lassen","40.373","-120.262","1","SOLAR"
"1096","2018","CA","Hoag Hospital Cogen Plant","58223","Hoag Memorial Presbyterian Hospital","58195","Orange","33.622778","-117.936389","3","GAS"
"1097","2018","CA","Hollister Solar LLC","59268","Hollister Solar LLC","59091","San Benito","36.8625","-121.428889","1","SOLAR"
"1098","2018","CA","Honda Torrance","58300","Bloom Energy","57128","Los Angeles","33.838056","-118.315","1","GAS"
"1099","2018","CA","Horn","58452","CD US Solar MT 2 LLC","58440","Los Angeles","34.708889","-118.274167","1","SOLAR"
"1100","2018","CA","Houweling Nurseries","58432","Houweling's Tomatoes","58429","Ventura","34.179722","-119.083056","3","GAS"
"1101","2018","CA","Hudson Ranch Power II LLC","58211","Hudson Ranch Power I LLC","56791","Imperial","33.204444","-115.556667","1","GEOTHERMAL"
"1102","2018","CA","Humboldt Bay","246","Pacific Gas & Electric Co.","14328","Humboldt","40.7415","-124.2103","12","GAS"
"1103","2018","CA","Humboldt Sawmill Company","50049","Mendocino Forest Products","60153","Humboldt","40.4728","-124.1014","3","BIOMASS"
"1105","2018","CA","Huron Solar Station","57523","Pacific Gas & Electric Co.","14328","Fresno","36.181389","-120.030555","1","SOLAR"
"1106","2018","CA","Hybrid Holdings 1 Capistrano","62515","Advanced Microgrid Solutions","61344","Orange","33.511644","-117.661225","1","OTHF"
"1107","2018","CA","Hyperion Treatment Plant CHP Plant","60960","Constellation New Energy Inc.","60396","Los Angeles","33.9254","-118.4298","3","BIOMASS"
"1108","2018","CA","IKEA Tejon 345","58028","IKEA Property Inc","57389","Kern","34.975278","-118.946944","1","SOLAR"
"1109","2018","CA","Imperial Solar Energy Center South","57490","CSOLAR IV South LLC","56819","Imperial","32.663289","-115.658284","1","SOLAR"
"1110","2018","CA","Imperial Solar Energy Center West","57491","CSOLAR IV West LLC","57260","Imperial","32.772225","-115.779311","1","SOLAR"
"1111","2018","CA","Imperial Valley Solar Co (IVSC) 2, LLC","59657","Dominion Renewable Energy","58468","Imperial","33.252222","-115.4975","1","SOLAR"
"1112","2018","CA","Imperial Valley Solar Company 1 LLC","58062","Imperial Irrigation District","9216","Imperial","33.245833","-115.496667","1","SOLAR"
"1113","2018","CA","Imperial Valley Solar, LLC","56917","Imperial Valley Solar, LLC","56167","Imperial","32.671099","-115.587265","4","SOLAR"
"1114","2018","CA","Improvement Dst No. 4","57895","Kern County Water Agency","57262","Kern","35.402778","-119.038611","1","SOLAR"
"1115","2018","CA","Indian Valley Dam Hydro Project","50129","Yolo County Flood Control WCD","22079","Lake","39.0788","-122.535556","3","HYDRO"
"1116","2018","CA","Indigo Generation Facility","55541","Diamond Generating Corporation","49981","Riverside","33.910873","-116.552994","3","GAS"
"1117","2018","CA","Industry MetroLink PV 1","57860","City of Industry","57194","Los Angeles","34.008661","-117.845603","1","SOLAR"
"1118","2018","CA","Industry Solar Power Generation Station 1 LLC","58609","Sustainable Power Group, LLC","58661","San Bernardino","34.553056","-117.456944","1","SOLAR"
"1119","2018","CA","Ingredion Stockton","52115","Ingredion Inc - Stockton","4361","San Joaquin","37.9128","-121.2614","2","GAS"
"1120","2018","CA","Inland Empire Energy Center","55853","Inland Empire Energy Ctr LLC","9155","Riverside","33.738839","-117.170369","2","GAS"
"1121","2018","CA","Inskip","248","Pacific Gas & Electric Co.","14328","Tehama","40.400988","-121.965502","1","HYDRO"
"1122","2018","CA","Intel Folsom","58086","Tesla Inc.","60947","Sacramento","38.645119","-121.172999","2","SOLAR"
"1123","2018","CA","Intel Folsom Phase 2","58954","Tesla Inc.","60947","Sacramento","38.643611","-121.163889","1","SOLAR"
"1124","2018","CA","Intel Folsom Phase 3","61152","Tesla Inc.","60947","Sacramento","38.645961","-121.162623","1","SOLAR"
"1125","2018","CA","Intel Santa Clara","60224","Bloom Energy","57128","Santa Clara","37.384745","-121.963808","1","GAS"
"1126","2018","CA","Iron Gate","297","PacifiCorp","14354","Siskiyou","41.932981","-122.43678","1","HYDRO"
"1127","2018","CA","Ironwood Solar LLC","58513","Ironwood Solar LLC","58490","Riverside","33.565","-114.918056","1","SOLAR"
"1128","2018","CA","Isabella Hydro Project","10139","Isabella Partners","9439","Kern","35.6439","-118.4822","2","HYDRO"
"1129","2018","CA","ISH Solar Hospital Downey","57841","SunEdison LLC","59139","Los Angeles","33.921667","-118.124444","1","SOLAR"
"1130","2018","CA","ISH Solar Hospital SDMC","57840","SunEdison LLC","59139","San Diego","32.791667","-117.095277","1","SOLAR"
"1131","2018","CA","Ivanhoe Solar","58307","Tulare PV I LLC","58268","Tulare","36.3875","-119.255","3","SOLAR"
"1132","2018","CA","Ivanpah 1","57074","NRG Energy Services","57499","San Bernardino","35.533056","-115.4525","2","SOLAR"
"1133","2018","CA","Ivanpah 2","57073","NRG Energy Services","57499","San Bernardino","35.556111","-115.468611","2","SOLAR"
"1134","2018","CA","Ivanpah 3","57075","NRG Energy Services","57499","San Bernardino","35.580833","-115.4825","2","SOLAR"
"1135","2018","CA","IVC Solar","61692","ZGlobal Inc","60059","Imperial","32.83186","-115.506629","1","SOLAR"
"1136","2018","CA","J S Eastwood","104","Southern California Edison Co","17609","Fresno","37.147926","-119.2567","1","HYDRO"
"1137","2018","CA","J&A-Santa Maria II LLC","57101","J&A-Santa Maria II LLC","56397","Santa Barbara","34.9494","-120.3803","1","BIOMASS"
"1138","2018","CA","J.R. Simplot Company","58216","J.R. Simplot Company","58183","San Joaquin","37.806944","-121.2775","1","OTHF"
"1139","2018","CA","Jacumba Solar Farm","60947","AEP Renewables","60639","San Diego","32.6212","-116.12896","1","SOLAR"
"1140","2018","CA","James B Black","249","Pacific Gas & Electric Co.","14328","Shasta","40.992295","-121.975182","2","HYDRO"
"1141","2018","CA","Jaybird","431","Sacramento Municipal Util Dist","16534","El Dorado","38.83405","-120.53176","2","HYDRO"
"1142","2018","CA","John L. Featherstone Plant","57475","Hudson Ranch Power I LLC","56791","Imperial","33.204635","-115.573303","1","GEOTHERMAL"
"1143","2018","CA","Jones Fork","534","Sacramento Municipal Util Dist","16534","El Dorado","38.850283","-120.381883","1","HYDRO"
"1144","2018","CA","Judge F Carr","442","U S Bureau of Reclamation","2518","Shasta","40.646934","-122.626973","2","HYDRO"
"1145","2018","CA","Juniper Networks Sunnyvale","58301","Bloom Energy","57128","Santa Clara","37.406944","-122.026944","1","GAS"
"1146","2018","CA","Kaiser Deer Valley Rd. Fuel Cell","62699","2016 ESA Project Company, LLC","62150","Contra Costa","37.95169","-121.77182","1","GAS"
"1147","2018","CA","Kaiser Downey","58128","Bloom Energy 2009 PPA","56778","Los Angeles","33.919167","-118.128611","5","BIOMASS"
"1148","2018","CA","Kaiser East La Palma Ave. Fuel Cell","62698","2016 ESA Project Company, LLC","62150","Orange","33.85098","-117.84531","1","GAS"
"1149","2018","CA","Kaiser Napa Valley Corporate Dr Fuel Cell","62701","2016 ESA Project Company, LLC","62150","Napa","38.25477","-122.27305","2","GAS"
"1150","2018","CA","Kaiser Ontario","58132","Bloom Energy 2009 PPA","56778","San Bernardino","34.0325","-117.608889","5","BIOMASS"
"1151","2018","CA","Kaiser Owens Dr. Fuel Cell","62700","2016 ESA Project Company, LLC","62150","Alameda","37.69923","-121.89419","1","GAS"
"1152","2018","CA","Kanaka","54653","STS Hydropower, LLC","18194","Butte","39.558897","-121.296117","1","HYDRO"
"1153","2018","CA","Karen Avenue Wind Farm","10718","San Gorgonio Farms Inc","16630","Riverside","33.92194","-116.56222","1","WIND"
"1154","2018","CA","Kaweah 1","337","Southern California Edison Co","17609","Tulare","36.465066","-118.862023","1","HYDRO"
"1155","2018","CA","Kaweah 2","336","Southern California Edison Co","17609","Tulare","36.461326","-118.87988","1","HYDRO"
"1156","2018","CA","Kaweah 3","338","Southern California Edison Co","17609","Tulare","36.486059","-118.835645","2","HYDRO"
"1157","2018","CA","Kaweah Delta District Hospital","10042","Kaweah Delta Hospital","10077","Tulare","36.3275","-119.2947","4","GAS"
"1158","2018","CA","Kearny","303","NRG Cabrillo Power Ops Inc","13960","San Diego","32.834","-117.1338","3","GAS"
"1159","2018","CA","Kearny Mesa Storage LLC","62441","Kearny Mesa Storage LLC","61957","San Diego","32.815256","-117.126079","1","OTHF"
"1160","2018","CA","Kekawaka Power House","54654","STS Hydropower, LLC","18194","Trinity","40.0941","-123.508983","1","HYDRO"
"1161","2018","CA","Kellogg's - San Jose","59280","Bloom Energy","57128","Santa Clara","37.356389","-121.871944","1","GAS"
"1162","2018","CA","Kelly Ridge","418","South Feather Water and Power Agency","14191","Butte","39.531784","-121.491247","1","HYDRO"
"1163","2018","CA","Kerckhoff","250","Pacific Gas & Electric Co.","14328","Fresno","37.092486","-119.552826","3","HYDRO"
"1164","2018","CA","Kerckhoff 2","682","Pacific Gas & Electric Co.","14328","Fresno","37.071846","-119.558008","1","HYDRO"
"1165","2018","CA","Kern Canyon","7911","Pacific Gas & Electric Co.","14328","Kern","35.44072","-118.796498","1","HYDRO"
"1166","2018","CA","Kern Front Limited","50494","WCAC Operating Company","60662","Kern","35.51647","-119.040128","2","GAS"
"1167","2018","CA","Kern Oil & Refining Co","58100","Kern Oil & Refining Co","57477","Kern","35.295556","-118.918333","1","GAS"
"1168","2018","CA","Kern River 1","340","Southern California Edison Co","17609","Kern","35.460303","-118.77959","4","HYDRO"
"1169","2018","CA","Kern River 3","339","Southern California Edison Co","17609","Kern","35.776185","-118.436233","2","HYDRO"
"1170","2018","CA","Kern River Cogeneration","10496","Kern River Cogeneration Co","10203","Kern","35.4515","-118.9849","4","GAS"
"1171","2018","CA","Kern River Eastridge Cogen","52107","Chevron USA Inc","54713","Kern","35.4406","-118.9617","2","GAS"
"1172","2018","CA","Kern River Fee A Cogen","52094","Chevron USA Inc","54713","Kern","35.459849","-119.013573","2","GAS"
"1173","2018","CA","Kern River Fee B Cogen","52092","Chevron USA Inc","54713","Kern","35.440481","-119.007726","1","GAS"
"1174","2018","CA","Kern River Fee C Cogen","52095","Chevron USA Inc","54713","Kern","35.464253","-118.996337","2","GAS"
"1175","2018","CA","Keswick","443","U S Bureau of Reclamation","2518","Shasta","40.611858","-122.446441","3","HYDRO"
"1176","2018","CA","Kettering Solar 1","59098","Tesla Inc.","60947","Los Angeles","34.700278","-118.123611","1","SOLAR"
"1177","2018","CA","Kettering Solar 2","59099","Tesla Inc.","60947","Los Angeles","34.700278","-118.123611","1","SOLAR"
"1178","2018","CA","Kettleman Solar","57921","Avangrid Renewables LLC","15399","Kings","35.99","-120.12","1","SOLAR"
"1179","2018","CA","Kettleman Solar -Centaurus","59633","EE Kettleman California LLC","59381","Kings","36.050833","-119.9475","1","SOLAR"
"1180","2018","CA","Kettleman Solar Project","58510","Ecos Energy LLC","58135","San Joaquin","38.12139","-121.14122","1","SOLAR"
"1181","2018","CA","Kiefer Landfill","55766","Sacramento County of Dpt Waste","16546","Sacramento","38.5136","-121.1944","3","BIOMASS"
"1182","2018","CA","Kilarc","253","Pacific Gas & Electric Co.","14328","Shasta","40.677827","-121.873253","2","HYDRO"
"1183","2018","CA","Kilroy Solar","61628","Nautilus Solar Solutions","61227","San Diego","32.936137","-117.234157","1","SOLAR"
"1184","2018","CA","King City Peaking","55811","Calpine Corp-King City","2865","Monterey","36.224758","-121.124633","1","GAS"
"1185","2018","CA","King City Power Plant","10294","Calpine King City Cogen LLC","2938","Monterey","36.225","-121.1278","1","GAS"
"1186","2018","CA","Kingbird A Solar LLC","59868","CD Arevon USA, Inc.","61230","Kern","34.819","-118.432","1","SOLAR"
"1187","2018","CA","Kingbird B Solar, LLC","60091","CD Arevon USA, Inc.","61230","Kern","34.824206","-118.438547","1","SOLAR"
"1188","2018","CA","Kings Beach","6518","Liberty Utilities (CalPeco Electric) LLC","57222","Placer","39.245833","-120.027222","12","OIL"
"1189","2018","CA","Kings River PH","254","Pacific Gas & Electric Co.","14328","Fresno","36.888166","-119.158777","1","HYDRO"
"1190","2018","CA","Kingsburg Cogen Facility","10405","KES Kingsburg LP","10337","Fresno","36.5397","-119.5794","1","GAS"
"1191","2018","CA","Kingsburg Solar","58304","Tulare PV II LLC","58269","Tulare","36.505278","-119.540278","3","SOLAR"
"1192","2018","CA","Kingston Energy Storage, LLC","61802","Enel Green Power NA, Inc.","59380","Madera","36.92157","-119.987066","1","OTHF"
"1193","2018","CA","Kohls San Bernardino Solar Facility","57009","Longroad Energy Services LLC","61219","San Bernardino","34.094695","-117.266831","1","SOLAR"
"1194","2018","CA","Kumeyaay Wind","56295","Leeward Asset Management, LLC","50123","San Diego","32.705556","-116.3425","1","WIND"
"1195","2018","CA","Kyocera America Project","10720","Kyocrea International, Ind","9948","San Diego","32.819675","-117.140548","2","GAS"
"1196","2018","CA","L-8 Solar Project","57836","L-8 Solar Project LLC","57159","Los Angeles","34.654347","-117.973103","1","SOLAR"
"1197","2018","CA","La Grange","440","Turlock Irrigation District","19281","Stanislaus","37.6697","-120.4436","2","HYDRO"
"1198","2018","CA","La Joya Del Sol","58118","CleanCapital","62060","Fresno","36.678611","-119.7975","1","SOLAR"
"1199","2018","CA","La Paloma Generating Plant","55151","CXA La Paloma LLC","61173","Kern","35.2956","-119.5919","4","GAS"
"1200","2018","CA","Laguna Water Reclamation Facility","58960","City of Santa Rosa","58824","Sonoma","38.368889","-122.765833","4","BIOMASS"
"1201","2018","CA","Lake","7987","City of Burbank Water and Power","2507","Los Angeles","34.1772","-118.3147","1","GAS"
"1202","2018","CA","Lake Hodges Hydroelectric Facility","57729","San Diego County Water Auth","27075","San Diego","33.058611","-117.119444","2","HYDRO"
"1203","2018","CA","Lake Mathews","6644","Metropolitan Water District of S CA","12397","Riverside","33.8553","-117.4537","1","HYDRO"
"1204","2018","CA","Lake Mendocino","7489","City of Ukiah - (CA)","19397","Mendocino","39.197222","-123.185556","2","HYDRO"
"1205","2018","CA","Lake Perris Solar","60973","Ecos Energy LLC","58135","Riverside","33.8361","-117.1297","1","SOLAR"
"1206","2018","CA","Lambie Energy Center","55626","Gilroy Energy Center LLC","49972","Solano","38.221577","-121.868333","1","GAS"
"1207","2018","CA","Lancaster","62056","AVS Phase 2 LLC","61633","Los Angeles","34.743383","-117.972222","1","SOLAR"
"1208","2018","CA","Lancaster Baptist Church","58634","Tesla Inc.","60947","Los Angeles","34.695833","-118.058889","1","SOLAR"
"1209","2018","CA","Lancaster Dry Farm Ranch B","58750","Sustainable Power Group, LLC","58661","Los Angeles","34.716944","-118.289444","1","SOLAR"
"1210","2018","CA","Lancaster Little Rock","59262","Sustainable Power Group, LLC","58661","Los Angeles","34.599444","-117.932778","1","SOLAR"
"1211","2018","CA","Lancaster Solar 1","59167","PsomasFMG Lancaster Solar Crest, LLC","58976","Los Angeles","34.715","-118.095","1","SOLAR"
"1212","2018","CA","Lancaster Solar 2","59169","PsomasFMG Lancaster Solar Crest, LLC","58976","Los Angeles","34.710556","-118.166111","1","SOLAR"
"1213","2018","CA","Lancaster WAD B","59739","Sustainable Power Group, LLC","58661","Los Angeles","34.780192","-118.19333","1","SOLAR"
"1214","2018","CA","Larkspur Energy Faciity","55542","Diamond Generating Corporation","49981","San Diego","32.567041","-116.944197","2","GAS"
"1215","2018","CA","Las Virgenes Municipal Water District","58963","Tesla Inc.","60947","Los Angeles","34.136111","-118.701944","1","SOLAR"
"1216","2018","CA","LATTC South Campus Solar","57312","Los Angeles Department of Water & Power","11208","Los Angeles","34.033056","-118.269722","1","SOLAR"
"1217","2018","CA","Lavio Solar","61792","Lavio Solar, LLC","61417","Sonoma","38.194599","-122.663388","1","SOLAR"
"1218","2018","CA","Lemoore 1","60142","Lemoore PV1, LLC","59937","Kings","36.257938","-119.798139","1","SOLAR"
"1219","2018","CA","Liberty HS Solar Project","62274","Kern Highschool District Solar,LLC","61798","Kern","35.364408","-119.127496","1","SOLAR"
"1220","2018","CA","Life Technologies - Pleasanton","59279","Bloom Energy","57128","Alameda","37.643889","-121.884167","1","GAS"
"1221","2018","CA","Life Technologies Carlsbad","58302","Bloom Energy","57128","San Diego","33.137222","-117.286944","1","GAS"
"1222","2018","CA","Lime Saddle","255","Pacific Gas & Electric Co.","14328","Butte","39.698755","-121.57096","2","HYDRO"
"1223","2018","CA","Lincoln Landfill","57988","Energy 2001 Inc","57362","Placer","38.838056","-121.341944","6","BIOMASS"
"1224","2018","CA","Lindberg FIeld Solar","60060","Lindberg Field Solar I LLC","59791","San Diego","32.729238","-117.207718","3","SOLAR"
"1225","2018","CA","Lindberg Field Solar 2","60984","Lindberg Field Solar 2, LLC","60618","San Diego","32.729444","-117.205083","1","SOLAR"
"1226","2018","CA","Linde Wilmington","50148","Praxair Inc","15320","Los Angeles","33.78856","-118.229392","2","GAS"
"1227","2018","CA","Lindsay Solar","58308","Tulare PV I LLC","58268","Tulare","36.211944","-119.133889","3","SOLAR"
"1228","2018","CA","Little Bear 3","62463","First Solar Project Development","56615","Fresno","36.716","-120.415","1","SOLAR"
"1229","2018","CA","Little Bear 4","62464","First Solar Project Development","56615","Fresno","36.716","-120.415","1","SOLAR"
"1230","2018","CA","Little Bear 5","62465","First Solar Project Development","56615","Alameda","36.716","-120.415","1","SOLAR"
"1231","2018","CA","Little Bear Solar 1, LLC","59870","First Solar Project Development","56615","Fresno","36.716","-120.415","1","SOLAR"
"1232","2018","CA","Little Bear Solar 2, LLC","59885","First Solar Project Development","56615","Fresno","36.716","-120.41","1","SOLAR"
"1233","2018","CA","Little Rock Pham Solar","60026","WGL Energy Systems, Inc","57081","Los Angeles","34.600231","-117.94751","1","SOLAR"
"1234","2018","CA","Live Oak Limited","54768","WCAC Operating Company","60662","Kern","35.4837","-119.0298","1","GAS"
"1235","2018","CA","Lockheed Martin Sunnyvale","57808","Bloom Energy","57128","Santa Clara","37.413056","-122.028056","1","GAS"
"1236","2018","CA","Lodi","7451","Northern California Power Agny","40613","San Joaquin","38.146571","-121.300541","1","GAS"
"1237","2018","CA","Lodi Energy Center","57978","Northern California Power Agny","40613","San Joaquin","38.088056","-121.3875","1","GAS"
"1238","2018","CA","Loma Linda University Cogen","10206","Loma Linda University","11161","San Bernardino","34.050391","-117.248417","5","GAS"
"1239","2018","CA","Loma Rica Hydroelectric Powerhouse","60988","Nevada Irrigation District","13402","Nevada","39.223028","-120.99108","1","HYDRO"
"1240","2018","CA","Lone Valley Solar Park I LLC","58417","Lone Valley Solar Park I LLC","58413","San Bernardino","34.398059","-116.865517","1","SOLAR"
"1241","2018","CA","Lone Valley Solar Park II LLC","59237","Lone Valley Solar Park II LLC","59041","San Bernardino","34.408333","-116.8625","1","SOLAR"
"1242","2018","CA","Long Beach Generating Station","341","NRG El Segundo Operations Inc","13584","Los Angeles","33.7641","-118.2248","4","GAS"
"1243","2018","CA","Longboat Solar, LLC","60485","Longboat Solar, LLC","60271","San Bernardino","34.541","-117.061","1","SOLAR"
"1244","2018","CA","Loon Lake","432","Sacramento Municipal Util Dist","16534","El Dorado","38.982697","-120.324503","1","HYDRO"
"1245","2018","CA","Lopez Canyon","57730","Los Angeles Department of Water & Power","11208","Los Angeles","34.292645","-118.389774","1","BIOMASS"
"1246","2018","CA","Los Angeles Harbor College","57314","Los Angeles Community College District","57276","Los Angeles","33.783102","-118.28493","1","SOLAR"
"1247","2018","CA","Los Angeles Refinery Wilmington","54451","Phillips 66 - Los Angeles","38215","Los Angeles","33.7686","-118.2867","2","OFSL"
"1248","2018","CA","Los Esteros Critical Energy Facility","55748","Los Esteros Critical Energy Facility LLC","2860","Santa Clara","37.425","-121.9319","4","GAS"
"1249","2018","CA","Los Medanos Energy Center, LLC","55217","Los Medanos Energy Center LLC","2843","Contra Costa","38.030071","-121.873004","2","GAS"
"1250","2018","CA","Lost Creek I","10708","Snow Mountain Hydro LLC","17725","Shasta","40.7576","-121.4145","1","HYDRO"
"1251","2018","CA","Lost Hills Cogeneration Plant","52077","AERA Energy LLC","164","Kern","35.666111","-119.766944","3","GAS"
